Formatted Date,Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Daily Summary
2016-03-23 04:00:00.000 +0100,Overcast,rain,3.111111111,3.111111111,0.88,4.6529,44,9.982,0,1007.32,Overcast starting in the afternoon.
2016-03-23 05:00:00.000 +0100,Clear,rain,2.222222222,0.9,0.84,5.1198,39,0,0,0,Overcast starting in the afternoon.
2016-03-23 06:00:00.000 +0100,Clear,rain,2.75,-0.322222222,0.82,11.3988,39,6.118,0,0,Overcast starting in the afternoon.
2016-03-23 07:00:00.000 +0100,Overcast,rain,3.811111111,1.005555556,0.83,11.1573,24,6.1019,0,1005.14,Overcast starting in the afternoon.
2016-03-23 08:00:00.000 +0100,Clear,rain,3.838888889,1.716666667,0.82,8.2593,58,6.118,0,0,Overcast starting in the afternoon.
2016-03-23 09:00:00.000 +0100,Clear,rain,5,4.005555556,0.92,5.2486,84,4.991,0,0,Overcast starting in the afternoon.
2016-03-23 10:00:00.000 +0100,Overcast,rain,5.044444444,4.116666667,0.93,5.0715,18,4.5885,0,1005.14,Overcast starting in the afternoon.
2016-03-23 11:00:00.000 +0100,Clear,rain,5.05,2.472222222,0.92,11.27,10,4.991,0,0,Overcast starting in the afternoon.
2016-03-23 12:00:00.000 +0100,Clear,rain,5.1,1.8,0.92,15.6009,51,7.2128,0,0,Overcast starting in the afternoon.
2016-03-23 13:00:00.000 +0100,Overcast,rain,5.555555556,2.527777778,0.89,14.49,40,6.118,0,1003.2,Overcast starting in the afternoon.
2016-03-23 14:00:00.000 +0100,Overcast,rain,5.844444444,2.733333333,0.87,15.4721,24,6.6654,0,1002.4,Overcast starting in the afternoon.
2016-03-23 15:00:00.000 +0100,Overcast,rain,6.044444444,2.761111111,0.86,17.0982,10,7.2128,0,1001.6,Overcast starting in the afternoon.
2016-03-23 16:00:00.000 +0100,Overcast,rain,5.833333333,2.8,0.94,14.9408,356,6.1985,0,1001.12,Overcast starting in the afternoon.
2016-03-23 17:00:00.000 +0100,Overcast,rain,5.972222222,3.405555556,0.93,12.2682,342,6.118,0,1000.81,Overcast starting in the afternoon.
2016-03-23 18:00:00.000 +0100,Overcast,rain,5.994444444,2.911111111,0.93,15.5848,1,6.1663,0,1000.74,Overcast starting in the afternoon.
2016-03-23 19:00:00.000 +0100,Overcast,rain,5.85,2,0.88,21.3969,9,6.7781,0,1001.08,Overcast starting in the afternoon.
2016-03-23 20:00:00.000 +0100,Overcast,rain,5.95,2.127777778,0.87,21.3647,9,8.05,0,1001.24,Overcast starting in the afternoon.
2016-03-23 21:00:00.000 +0100,Overcast,rain,5.438888889,1.672222222,0.89,19.7386,359,8.05,0,1001.6,Overcast starting in the afternoon.
2016-03-23 22:00:00.000 +0100,Overcast,rain,5.45,2.038888889,0.9,16.9372,342,8.6135,0,1001.57,Overcast starting in the afternoon.
2016-03-23 23:00:00.000 +0100,Overcast,rain,4.977777778,1.894444444,0.92,14.0231,330,10.2074,0,1001.3,Overcast starting in the afternoon.
2016-03-24 00:00:00.000 +0100,Overcast,rain,4.955555556,1.422222222,0.92,16.9694,330,12.2521,0,1001.2,Partly cloudy until night.
2016-03-24 01:00:00.000 +0100,Overcast,rain,5.355555556,1.95,0.84,16.7762,340,14.3612,0,1001.09,Partly cloudy until night.
2016-03-24 02:00:00.000 +0100,Overcast,rain,5.344444444,1.522222222,0.77,19.964,339,14.9086,0,1001,Partly cloudy until night.
2016-03-24 03:00:00.000 +0100,Partly Cloudy,rain,4.305555556,1.072222222,0.8,14.007,339,15.8263,0,1001.11,Partly cloudy until night.
2016-03-24 04:00:00.000 +0100,Partly Cloudy,rain,2.95,0.016666667,0.86,10.9319,324,14.9569,0,1001.39,Partly cloudy until night.
2016-03-24 05:00:00.000 +0100,Mostly Cloudy,rain,2.733333333,-0.861111111,0.88,14.0392,330,15.8263,0,1001.69,Partly cloudy until night.
2016-03-24 06:00:00.000 +0100,Mostly Cloudy,rain,2.633333333,-0.727777778,0.89,12.7029,320,9.982,0,1002.29,Partly cloudy until night.
2016-03-24 07:00:00.000 +0100,Mostly Cloudy,rain,3.788888889,0.316666667,0.82,14.7154,330,9.982,0,1002.93,Partly cloudy until night.
2016-03-24 08:00:00.000 +0100,Mostly Cloudy,rain,5.05,1.5,0.69,17.2592,340,11.9784,0,1003.5,Partly cloudy until night.
2016-03-24 09:00:00.000 +0100,Mostly Cloudy,rain,7.2,3.488888889,0.55,23.6509,351,14.9086,0,1004.2,Partly cloudy until night.
2016-03-24 10:00:00.000 +0100,Mostly Cloudy,rain,7.727777778,3.872222222,0.56,26.9192,9,10.5777,0,1005.01,Partly cloudy until night.
2016-03-24 11:00:00.000 +0100,Mostly Cloudy,rain,8.888888889,5.505555556,0.49,25.277,10,10.2557,0,1005.67,Partly cloudy until night.
2016-03-24 12:00:00.000 +0100,Partly Cloudy,rain,8.955555556,5.183333333,0.45,30.5739,341,10.2557,0,1005.97,Partly cloudy until night.
2016-03-24 13:00:00.000 +0100,Partly Cloudy,rain,9.922222222,6.75,0.37,26.3879,0,15.5526,0,1006.36,Partly cloudy until night.
2016-03-24 14:00:00.000 +0100,Partly Cloudy,rain,10,6.861111111,0.34,26.2591,0,16.1,0,1006.34,Partly cloudy until night.
2016-03-24 15:00:00.000 +0100,Partly Cloudy,rain,11.06666667,11.06666667,0.32,17.2109,359,16.1,0,1006.55,Partly cloudy until night.
2016-03-24 16:00:00.000 +0100,Partly Cloudy,rain,10.05555556,10.05555556,0.33,16.0839,350,15.5526,0,1007.02,Partly cloudy until night.
2016-03-24 17:00:00.000 +0100,Mostly Cloudy,rain,9.927777778,8.127777778,0.37,12.7995,343,15.8263,0,1007.35,Partly cloudy until night.
2016-03-24 18:00:00.000 +0100,Mostly Cloudy,rain,7.85,5.25,0.43,15.1823,60,16.1,0,1008.25,Partly cloudy until night.
2016-03-24 19:00:00.000 +0100,Partly Cloudy,rain,6.266666667,4.027777778,0.48,10.8192,38,15.1823,0,1009.75,Partly cloudy until night.
2016-03-24 20:00:00.000 +0100,Partly Cloudy,rain,5.011111111,2.172222222,0.48,12.6546,50,16.1,0,1011.22,Partly cloudy until night.
2016-03-24 21:00:00.000 +0100,Partly Cloudy,rain,4.433333333,-0.122222222,0.5,24.3432,40,16.1,0,1012.43,Partly cloudy until night.
2016-03-24 22:00:00.000 +0100,Partly Cloudy,rain,2.744444444,-1.555555556,0.52,18.515,39,15.1823,0,1013.61,Partly cloudy until night.
2016-03-24 23:00:00.000 +0100,Clear,rain,1.105555556,-2.744444444,0.61,13.4596,11,16.1,0,1014.16,Partly cloudy until night.
2016-03-25 00:00:00.000 +0100,Clear,rain,0.411111111,-2.927777778,0.65,10.4972,349,16.1,0,1014.66,Mostly cloudy starting in the morning.
2016-03-25 01:00:00.000 +0100,Clear,snow,-1,-5.194444444,0.73,12.8961,321,15.1823,0,1014.99,Mostly cloudy starting in the morning.
2016-03-25 02:00:00.000 +0100,Clear,snow,-1.255555556,-5.705555556,0.75,13.8299,329,16.1,0,1015.39,Mostly cloudy starting in the morning.
2016-03-25 03:00:00.000 +0100,Clear,snow,-1.827777778,-5.766666667,0.76,11.0768,339,16.1,0,1015.59,Mostly cloudy starting in the morning.
2016-03-25 04:00:00.000 +0100,Clear,snow,-2.216666667,-6.127777778,0.77,10.6904,329,15.1823,0,1015.99,Mostly cloudy starting in the morning.
2016-03-25 05:00:00.000 +0100,Clear,snow,-2.45,-6.138888889,0.81,9.7083,319,16.1,0,1016.3,Mostly cloudy starting in the morning.
2016-03-25 06:00:00.000 +0100,Clear,snow,-1.405555556,-5.966666667,0.76,14.2002,310,16.1,0,1016.79,Mostly cloudy starting in the morning.
2016-03-25 07:00:00.000 +0100,Clear,rain,0.716666667,-3.433333333,0.66,14.5544,321,15.1823,0,1017.4,Mostly cloudy starting in the morning.
2016-03-25 08:00:00.000 +0100,Partly Cloudy,rain,3.866666667,0.505555556,0.52,14.1841,319,16.1,0,1017.73,Mostly cloudy starting in the morning.
2016-03-25 09:00:00.000 +0100,Partly Cloudy,rain,6.111111111,3.977777778,0.41,10.1108,356,16.1,0,1017.82,Mostly cloudy starting in the morning.
2016-03-25 10:00:00.000 +0100,Partly Cloudy,rain,7.144444444,5.333333333,0.45,9.5151,324,15.5526,0,1017.75,Mostly cloudy starting in the morning.
2016-03-25 11:00:00.000 +0100,Partly Cloudy,rain,7.844444444,5.916666667,0.4,10.8353,278,16.1,0,1017.49,Mostly cloudy starting in the morning.
2016-03-25 12:00:00.000 +0100,Partly Cloudy,rain,10.02222222,10.02222222,0.41,9.0482,268,10.2557,0,1017,Mostly cloudy starting in the morning.
2016-03-25 13:00:00.000 +0100,Partly Cloudy,rain,10.92222222,10.92222222,0.37,6.279,213,15.5526,0,1016.57,Mostly cloudy starting in the morning.
2016-03-25 14:00:00.000 +0100,Partly Cloudy,rain,11.06111111,11.06111111,0.35,15.2145,241,16.1,0,1015.9,Mostly cloudy starting in the morning.
2016-03-25 15:00:00.000 +0100,Mostly Cloudy,rain,11.11111111,11.11111111,0.38,10.787,243,16.1,0,1015.49,Mostly cloudy starting in the morning.
2016-03-25 16:00:00.000 +0100,Mostly Cloudy,rain,10.03888889,10.03888889,0.4,8.9516,213,15.5526,0,1015.37,Mostly cloudy starting in the morning.
2016-03-25 17:00:00.000 +0100,Mostly Cloudy,rain,8.983333333,7.6,0.53,9.0965,194,16.1,0,1015.09,Mostly cloudy starting in the morning.
2016-03-25 18:00:00.000 +0100,Mostly Cloudy,rain,7.894444444,6.333333333,0.52,8.9677,162,16.1,0,1015.39,Mostly cloudy starting in the morning.
2016-03-25 19:00:00.000 +0100,Mostly Cloudy,rain,7.377777778,6.216666667,0.58,6.9069,177,10.3523,0,1015.75,Mostly cloudy starting in the morning.
2016-03-25 20:00:00.000 +0100,Mostly Cloudy,rain,6.133333333,4.511111111,0.69,7.8729,172,9.982,0,1016.09,Mostly cloudy starting in the morning.
2016-03-25 21:00:00.000 +0100,Overcast,rain,5.977777778,4.727777778,0.7,6.4239,192,15.8263,0,1016.2,Mostly cloudy starting in the morning.
2016-03-25 22:00:00.000 +0100,Overcast,rain,5.45,4.261111111,0.73,5.9892,180,15.3111,0,1016.19,Mostly cloudy starting in the morning.
2016-03-25 23:00:00.000 +0100,Overcast,rain,4.844444444,3.527777778,0.77,6.1019,180,15.8263,0,1016.5,Mostly cloudy starting in the morning.
2016-03-26 00:00:00.000 +0100,Mostly Cloudy,rain,4.45,3.083333333,0.82,6.0697,172,15.8263,0,1016.6,Mostly cloudy throughout the day.
2016-03-26 01:00:00.000 +0100,Mostly Cloudy,rain,4.094444444,2.777777778,0.81,5.796,186,14.9569,0,1016.72,Mostly cloudy throughout the day.
2016-03-26 02:00:00.000 +0100,Overcast,rain,3.988888889,2.461111111,0.81,6.3434,184,15.9229,0,1016.68,Mostly cloudy throughout the day.
2016-03-26 03:00:00.000 +0100,Overcast,rain,3.916666667,2.422222222,0.84,6.2146,163,16.0517,0,1016.29,Mostly cloudy throughout the day.
2016-03-26 04:00:00.000 +0100,Overcast,rain,3.961111111,2.583333333,0.83,5.8765,179,15.1501,0,1016.45,Mostly cloudy throughout the day.
2016-03-26 05:00:00.000 +0100,Overcast,rain,3.844444444,3.844444444,0.88,3.0751,173,15.9229,0,1016.52,Mostly cloudy throughout the day.
2016-03-26 06:00:00.000 +0100,Overcast,rain,3.894444444,3.894444444,0.88,4.6851,194,8.2271,0,1016.92,Mostly cloudy throughout the day.
2016-03-26 07:00:00.000 +0100,Overcast,rain,5.877777778,5.877777778,0.71,4.025,235,8.5008,0,1017.39,Mostly cloudy throughout the day.
2016-03-26 08:00:00.000 +0100,Overcast,rain,8.777777778,8.777777778,0.64,3.5259,234,11.9784,0,1017.53,Mostly cloudy throughout the day.
2016-03-26 09:00:00.000 +0100,Mostly Cloudy,rain,9.911111111,8.338888889,0.59,11.2217,280,9.982,0,1017.64,Mostly cloudy throughout the day.
2016-03-26 10:00:00.000 +0100,Mostly Cloudy,rain,9.85,8.377777778,0.58,10.5455,274,10.3523,0,1018.1,Mostly cloudy throughout the day.
2016-03-26 11:00:00.000 +0100,Mostly Cloudy,rain,9.955555556,7.994444444,0.61,14.0392,279,9.982,0,1018.23,Mostly cloudy throughout the day.
2016-03-26 12:00:00.000 +0100,Mostly Cloudy,rain,10.99444444,10.99444444,0.51,15.4882,241,9.982,0,1018.24,Mostly cloudy throughout the day.
2016-03-26 13:00:00.000 +0100,Mostly Cloudy,rain,10.95555556,10.95555556,0.56,14.0392,271,10.3523,0,1018.1,Mostly cloudy throughout the day.
2016-03-26 14:00:00.000 +0100,Mostly Cloudy,rain,11.06111111,11.06111111,0.57,15.4882,252,9.982,0,1017.81,Mostly cloudy throughout the day.
2016-03-26 15:00:00.000 +0100,Overcast,rain,11.11111111,11.11111111,0.59,14.2163,261,14.9086,0,1017.62,Mostly cloudy throughout the day.
2016-03-26 16:00:00.000 +0100,Overcast,rain,10.93333333,10.93333333,0.57,15.0052,272,10.3523,0,1017.3,Mostly cloudy throughout the day.
2016-03-26 17:00:00.000 +0100,Overcast,rain,9.933333333,7.766666667,0.67,15.6492,280,14.9086,0,1017.13,Mostly cloudy throughout the day.
2016-03-26 18:00:00.000 +0100,Mostly Cloudy,rain,8.866666667,6.638888889,0.71,14.1841,290,15.8263,0,1017.32,Mostly cloudy throughout the day.
2016-03-26 19:00:00.000 +0100,Mostly Cloudy,rain,7.888888889,6.111111111,0.76,10.0625,274,14.3612,0,1017.67,Mostly cloudy throughout the day.
2016-03-26 20:00:00.000 +0100,Mostly Cloudy,rain,7.85,5.955555556,0.82,10.6421,234,16.0517,0,1017.52,Mostly cloudy throughout the day.
2016-03-26 21:00:00.000 +0100,Overcast,rain,7.755555556,5.805555556,0.82,10.8353,244,16.0517,0,1017.62,Mostly cloudy throughout the day.
2016-03-26 22:00:00.000 +0100,Overcast,rain,7.644444444,6.677777778,0.8,6.3273,267,14.9569,0,1017.41,Mostly cloudy throughout the day.
2016-03-26 23:00:00.000 +0100,Overcast,rain,7.733333333,5.877777778,0.83,10.304,293,14.812,0,1017.15,Mostly cloudy throughout the day.
2016-03-27 00:00:00.000 +0100,Overcast,rain,7.611111111,5.677777778,0.83,10.6421,293,14.812,0,1016.78,Mostly cloudy throughout the day.
2016-03-27 01:00:00.000 +0100,Mostly Cloudy,rain,6.044444444,3.455555556,0.87,12.4453,294,14.0875,0,1016.66,Mostly cloudy throughout the day.
2016-03-27 03:00:00.000 +0200,Mostly Cloudy,rain,4.95,2.444444444,0.89,10.8192,341,11.8496,0,1016.67,Mostly cloudy throughout the day.
2016-03-27 04:00:00.000 +0200,Mostly Cloudy,rain,5.488888889,2.522222222,0.93,13.9909,350,7.9695,0,1016.41,Mostly cloudy throughout the day.
2016-03-27 05:00:00.000 +0200,Mostly Cloudy,rain,5.377777778,1.733333333,0.9,18.6277,350,9.7888,0,1016.55,Mostly cloudy throughout the day.
2016-03-27 06:00:00.000 +0200,Mostly Cloudy,rain,4.861111111,1.533333333,0.93,15.4238,10,9.7566,0,1016.7,Mostly cloudy throughout the day.
2016-03-27 07:00:00.000 +0200,Mostly Cloudy,rain,4.794444444,2.572222222,0.93,9.3702,321,6.0214,0,1017.2,Mostly cloudy throughout the day.
2016-03-27 08:00:00.000 +0200,Overcast,rain,5.788888889,3.266666667,0.93,11.8013,10,4.7978,0,1017.47,Mostly cloudy throughout the day.
2016-03-27 09:00:00.000 +0200,Overcast,rain,6.066666667,3.8,0.93,10.7387,353,6.1663,0,1017.68,Mostly cloudy throughout the day.
2016-03-27 10:00:00.000 +0200,Overcast,rain,7.244444444,4.7,0.85,13.8621,22,6.2951,0,1018.06,Mostly cloudy throughout the day.
2016-03-27 11:00:00.000 +0200,Mostly Cloudy,rain,8.727777778,6.888888889,0.78,11.3505,34,7.6958,0,1018.3,Mostly cloudy throughout the day.
2016-03-27 12:00:00.000 +0200,Mostly Cloudy,rain,9.027777778,7.577777778,0.76,9.4829,60,8.1305,0,1017.93,Mostly cloudy throughout the day.
2016-03-27 13:00:00.000 +0200,Mostly Cloudy,rain,10.04444444,10.04444444,0.7,9.0482,62,9.982,0,1017.72,Mostly cloudy throughout the day.
2016-03-27 14:00:00.000 +0200,Mostly Cloudy,rain,10.98333333,10.98333333,0.65,6.8908,127,9.8049,0,1017.54,Mostly cloudy throughout the day.
2016-03-27 15:00:00.000 +0200,Mostly Cloudy,rain,11.11111111,11.11111111,0.61,10.8031,160,9.982,0,1017.03,Mostly cloudy throughout the day.
2016-03-27 16:00:00.000 +0200,Mostly Cloudy,rain,11.11111111,11.11111111,0.61,9.2897,130,9.982,0,1016.99,Mostly cloudy throughout the day.
2016-03-27 17:00:00.000 +0200,Mostly Cloudy,rain,10.08333333,10.08333333,0.66,9.8854,162,9.8049,0,1016.83,Mostly cloudy throughout the day.
2016-03-27 18:00:00.000 +0200,Mostly Cloudy,rain,9.027777778,7.605555556,0.75,9.3058,169,15.1823,0,1016.68,Mostly cloudy throughout the day.
2016-03-27 19:00:00.000 +0200,Mostly Cloudy,rain,7.894444444,7.894444444,0.82,4.6207,208,8.4203,0,1016.78,Mostly cloudy throughout the day.
2016-03-27 20:00:00.000 +0200,Mostly Cloudy,rain,7.1,7.1,0.85,0.483,142,10.1752,0,1016.85,Mostly cloudy throughout the day.
2016-03-27 21:00:00.000 +0200,Partly Cloudy,rain,5.1,2.894444444,0.85,9.5473,151,8.372,0,1017.08,Mostly cloudy throughout the day.
2016-03-27 22:00:00.000 +0200,Partly Cloudy,rain,5.027777778,3.666666667,0.89,6.3434,132,8.372,0,1017.19,Mostly cloudy throughout the day.
2016-03-27 23:00:00.000 +0200,Partly Cloudy,rain,4.394444444,3.155555556,0.9,5.6672,141,8.4203,0,1017.13,Mostly cloudy throughout the day.
2016-03-28 00:00:00.000 +0200,Partly Cloudy,rain,3.272222222,1.65,0.92,6.2951,140,8.05,0,1016.89,Foggy in the morning.
2016-03-28 01:00:00.000 +0200,Partly Cloudy,rain,3.805555556,2.316666667,0.92,6.1502,130,8.0017,0,1016.8,Foggy in the morning.
2016-03-28 02:00:00.000 +0200,Partly Cloudy,rain,2.144444444,2.144444444,0.95,3.0751,103,5.3935,0,1016.73,Foggy in the morning.
2016-03-28 03:00:00.000 +0200,Partly Cloudy,rain,0.216666667,0.216666667,1,3.22,90,4.5241,0,1016.42,Foggy in the morning.
2016-03-28 04:00:00.000 +0200,Partly Cloudy,snow,-0.338888889,-0.338888889,1,3.22,330,4.3953,0,1016.49,Foggy in the morning.
2016-03-28 05:00:00.000 +0200,Foggy,snow,-0.783333333,-2.95,0.99,6.1019,91,3.1073,0,1016.3,Foggy in the morning.
2016-03-28 06:00:00.000 +0200,Foggy,snow,-1.111111111,-1.111111111,0.93,0,0,0.161,0,1016.41,Foggy in the morning.
2016-03-28 07:00:00.000 +0200,Foggy,snow,-1.044444444,-1.044444444,1,0,0,0.7728,0,1016.6,Foggy in the morning.
2016-03-28 08:00:00.000 +0200,Mostly Cloudy,rain,3.55,3.55,0.99,3.9123,122,3.9123,0,1016.58,Foggy in the morning.
2016-03-28 09:00:00.000 +0200,Partly Cloudy,rain,7.2,6.366666667,0.8,5.6833,105,6.1985,0,1016.19,Foggy in the morning.
2016-03-28 10:00:00.000 +0200,Mostly Cloudy,rain,9.911111111,9.45,0.77,5.7477,110,8.1305,0,1016.01,Foggy in the morning.
2016-03-28 11:00:00.000 +0200,Mostly Cloudy,rain,10.92777778,10.92777778,0.67,5.4579,133,9.8049,0,1015.6,Foggy in the morning.
2016-03-28 12:00:00.000 +0200,Mostly Cloudy,rain,12.64444444,12.64444444,0.56,3.22,195,9.982,0,1015.5,Foggy in the morning.
2016-03-28 13:00:00.000 +0200,Mostly Cloudy,rain,13.68333333,13.68333333,0.46,4.9105,185,9.982,0,1014.83,Foggy in the morning.
2016-03-28 14:00:00.000 +0200,Overcast,rain,13.84444444,13.84444444,0.45,5.6511,205,10.3523,0,1014.45,Foggy in the morning.
2016-03-28 15:00:00.000 +0200,Mostly Cloudy,rain,13.75,13.75,0.48,9.4507,189,9.982,0,1013.81,Foggy in the morning.
2016-03-28 16:00:00.000 +0200,Overcast,rain,13.71111111,13.71111111,0.48,4.9749,207,10.2074,0,1013.51,Foggy in the morning.
2016-03-28 17:00:00.000 +0200,Overcast,rain,12.7,12.7,0.54,12.558,224,10.5777,0,1012.9,Foggy in the morning.
2016-03-28 18:00:00.000 +0200,Overcast,rain,12.15555556,12.15555556,0.57,7.4382,235,15.1823,0,1012.88,Foggy in the morning.
2016-03-28 19:00:00.000 +0200,Overcast,rain,11.06666667,11.06666667,0.71,1.9481,150,10.2557,0,1012.46,Foggy in the morning.
2016-03-28 20:00:00.000 +0200,Overcast,rain,11.00555556,11.00555556,0.76,7.5509,184,9.982,0,1012.28,Foggy in the morning.
2016-03-28 21:00:00.000 +0200,Overcast,rain,9.905555556,8.994444444,0.77,7.5992,169,9.982,0,1012.19,Foggy in the morning.
2016-03-28 22:00:00.000 +0200,Overcast,rain,9.905555556,9.905555556,0.8,3.22,161,14.8603,0,1012.11,Foggy in the morning.
2016-03-28 23:00:00.000 +0200,Overcast,rain,9.455555556,8.011111111,0.81,9.9337,163,14.0875,0,1011.81,Foggy in the morning.
2016-03-29 00:00:00.000 +0200,Overcast,rain,9.4,8.655555556,0.83,6.5205,169,14.9086,0,1011.76,Mostly cloudy throughout the day.
2016-03-29 01:00:00.000 +0200,Overcast,rain,9.4,8.705555556,0.83,6.3273,159,14.9086,0,1011.38,Mostly cloudy throughout the day.
2016-03-29 02:00:00.000 +0200,Overcast,rain,9.355555556,8.538888889,0.84,6.8103,194,14.0875,0,1011.21,Mostly cloudy throughout the day.
2016-03-29 03:00:00.000 +0200,Overcast,rain,9.305555556,7.838888889,0.87,9.8693,194,13.9748,0,1011.15,Mostly cloudy throughout the day.
2016-03-29 04:00:00.000 +0200,Overcast,rain,9.216666667,8.561111111,0.89,6.0697,188,14.6832,0,1011,Mostly cloudy throughout the day.
2016-03-29 05:00:00.000 +0200,Overcast,rain,8.722222222,7.105555556,0.9,10.0786,194,13.8943,0,1011.21,Mostly cloudy throughout the day.
2016-03-29 06:00:00.000 +0200,Overcast,rain,7.527777778,7.527777778,0.96,3.22,190,9.5956,0,1011.5,Mostly cloudy throughout the day.
2016-03-29 07:00:00.000 +0200,Mostly Cloudy,rain,7.566666667,5.922222222,0.9,9.1126,170,5.9248,0,1011.78,Mostly cloudy throughout the day.
2016-03-29 08:00:00.000 +0200,Partly Cloudy,rain,9.766666667,8.361111111,0.84,10.0303,215,8.2271,0,1012.24,Mostly cloudy throughout the day.
2016-03-29 09:00:00.000 +0200,Partly Cloudy,rain,12.75555556,12.75555556,0.72,15.3433,260,14.9086,0,1012.52,Mostly cloudy throughout the day.
2016-03-29 10:00:00.000 +0200,Mostly Cloudy,rain,13.86111111,13.86111111,0.67,15.7136,279,10.2557,0,1012.98,Mostly cloudy throughout the day.
2016-03-29 11:00:00.000 +0200,Mostly Cloudy,rain,15.00555556,15.00555556,0.66,14.9247,283,15.5526,0,1013.39,Mostly cloudy throughout the day.
2016-03-29 12:00:00.000 +0200,Mostly Cloudy,rain,17.15,17.15,0.58,9.2897,263,9.982,0,1013.3,Mostly cloudy throughout the day.
2016-03-29 13:00:00.000 +0200,Partly Cloudy,rain,17.8,17.8,0.51,4.8944,249,10.2557,0,1013.02,Mostly cloudy throughout the day.
2016-03-29 14:00:00.000 +0200,Mostly Cloudy,rain,18.68333333,18.68333333,0.47,4.6207,266,10.5777,0,1013.18,Mostly cloudy throughout the day.
2016-03-29 15:00:00.000 +0200,Mostly Cloudy,rain,17.22222222,17.22222222,0.48,8.3881,336,10.2557,0,1013.21,Mostly cloudy throughout the day.
2016-03-29 16:00:00.000 +0200,Mostly Cloudy,rain,15.17777778,15.17777778,0.59,5.0715,14,9.982,0,1013.59,Mostly cloudy throughout the day.
2016-03-29 17:00:00.000 +0200,Mostly Cloudy,rain,15.31666667,15.31666667,0.59,9.3058,17,10.3523,0,1013.7,Mostly cloudy throughout the day.
2016-03-29 18:00:00.000 +0200,Mostly Cloudy,rain,13.81666667,13.81666667,0.64,15.6975,10,10.2557,0,1013.6,Mostly cloudy throughout the day.
2016-03-29 19:00:00.000 +0200,Mostly Cloudy,rain,11.15555556,11.15555556,0.84,13.2664,283,9.982,0,1015.04,Mostly cloudy throughout the day.
2016-03-29 20:00:00.000 +0200,Mostly Cloudy,rain,10.15,10.15,0.83,9.5151,36,14.168,0,1016.55,Mostly cloudy throughout the day.
2016-03-29 21:00:00.000 +0200,Mostly Cloudy,rain,9.95,9.094444444,0.83,7.3899,90,15.1823,0,1016.98,Mostly cloudy throughout the day.
2016-03-29 22:00:00.000 +0200,Overcast,rain,10.43888889,10.43888889,0.78,5.6672,73,15.1823,0,1017.67,Mostly cloudy throughout the day.
2016-03-29 23:00:00.000 +0200,Mostly Cloudy,rain,9.272222222,8.616666667,0.85,6.1019,64,14.3934,0,1017.87,Mostly cloudy throughout the day.
2016-03-30 00:00:00.000 +0200,Overcast,rain,9.305555556,8.577777778,0.83,6.4078,173,12.2521,0,1017.7,Mostly cloudy throughout the day.
2016-03-30 01:00:00.000 +0200,Mostly Cloudy,rain,8.722222222,7.044444444,0.89,10.4167,161,12.2521,0,1017.92,Mostly cloudy throughout the day.
2016-03-30 02:00:00.000 +0200,Partly Cloudy,rain,7.95,6.172222222,0.9,10.143,181,11.914,0,1017.97,Mostly cloudy throughout the day.
2016-03-30 03:00:00.000 +0200,Mostly Cloudy,rain,7.733333333,5.816666667,0.89,10.6421,171,12.2521,0,1018.09,Mostly cloudy throughout the day.
2016-03-30 04:00:00.000 +0200,Partly Cloudy,rain,7.105555556,5.1,0.89,10.465,170,12.2521,0,1017.73,Mostly cloudy throughout the day.
2016-03-30 05:00:00.000 +0200,Partly Cloudy,rain,5.805555556,4.538888889,0.93,6.4078,206,11.914,0,1018.14,Mostly cloudy throughout the day.
2016-03-30 06:00:00.000 +0200,Partly Cloudy,rain,5.833333333,4.172222222,1,7.8407,190,7.2128,0,1018.33,Mostly cloudy throughout the day.
2016-03-30 07:00:00.000 +0200,Partly Cloudy,rain,5.788888889,3.827777778,1,9.0321,197,8.05,0,1018.71,Mostly cloudy throughout the day.
2016-03-30 08:00:00.000 +0200,Mostly Cloudy,rain,8.216666667,7.444444444,0.96,5.957,204,8.4203,0,1019.12,Mostly cloudy throughout the day.
2016-03-30 09:00:00.000 +0200,Mostly Cloudy,rain,10.99444444,10.99444444,0.8,10.8031,219,8.4203,0,1018.91,Mostly cloudy throughout the day.
2016-03-30 10:00:00.000 +0200,Mostly Cloudy,rain,13.77222222,13.77222222,0.77,9.3541,209,10.2557,0,1019.38,Mostly cloudy throughout the day.
2016-03-30 11:00:00.000 +0200,Mostly Cloudy,rain,15.92777778,15.92777778,0.71,12.6707,208,14.7637,0,1019.68,Mostly cloudy throughout the day.
2016-03-30 12:00:00.000 +0200,Mostly Cloudy,rain,17.77777778,17.77777778,0.59,20.1733,211,9.982,0,1019.15,Mostly cloudy throughout the day.
2016-03-30 13:00:00.000 +0200,Mostly Cloudy,rain,18.83888889,18.83888889,0.52,21.8316,231,9.982,0,1018.56,Mostly cloudy throughout the day.
2016-03-30 14:00:00.000 +0200,Mostly Cloudy,rain,18.85555556,18.85555556,0.47,23.0713,244,10.3523,0,1018.17,Mostly cloudy throughout the day.
2016-03-30 15:00:00.000 +0200,Mostly Cloudy,rain,19.90555556,19.90555556,0.45,21.8799,240,10.2557,0,1017.67,Mostly cloudy throughout the day.
